noclear/percellbg : pid 82292, running 240s
grid 178x63
[2026-08-28T15:07:55Z INFO  alacritree::grid_gl] grid gl: Intel | Intel(R) Arc(TM) 140T GPU (32GB) | 3.3.0 - Build 32.0.101.8517
[2026-08-28T15:07:59Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 141us  skipped 240/240  total 493us/119  frame 473us/118  clear 0us/119  upload 0us/119  backgrounds 243us/119  glyphs 244us/119  decorations -  grid 178x63
[2026-08-28T15:07:59Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 141us  skipped 240/240  total 413us/119  frame 398us/118  clear 107us/119  upload 0us/119  backgrounds 122us/119  glyphs 183us/119  decorations -  grid 178x63
[2026-08-28T15:08:00Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 118us  skipped 240/240  total 308us/119  frame 290us/118  clear 0us/119  upload 0us/119  backgrounds 126us/119  glyphs 181us/119  decorations -  grid 178x63
[2026-08-28T15:08:00Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 88us  skipped 240/240  total 408us/119  frame 396us/118  clear 105us/119  upload 0us/119  backgrounds 122us/119  glyphs 177us/119  decorations -  grid 178x63
[2026-08-28T15:08:01Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 112us  skipped 240/240  total 309us/119  frame 292us/118  clear 0us/119  upload 0us/119  backgrounds 124us/119  glyphs 182us/119  decorations -  grid 178x63
[2026-08-28T15:08:01Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 149us  skipped 240/240  total 417us/119  frame 403us/118  clear 107us/119  upload 0us/119  backgrounds 124us/119  glyphs 184us/119  decorations -  grid 178x63
[2026-08-28T15:08:02Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 93us  skipped 240/240  total 306us/119  frame 287us/118  clear 0us/119  upload 0us/119  backgrounds 125us/119  glyphs 180us/119  decorations -  grid 178x63
[2026-08-28T15:08:02Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 112us  skipped 240/240  total 409us/119  frame 396us/118  clear 105us/119  upload 0us/119  backgrounds 122us/119  glyphs 180us/119  decorations -  grid 178x63
[2026-08-28T15:08:03Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 148us  skipped 240/240  total 319us/119  frame 300us/118  clear 0us/119  upload 0us/119  backgrounds 129us/119  glyphs 188us/119  decorations -  grid 178x63
[2026-08-28T15:08:03Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 130us  skipped 240/240  total 419us/119  frame 405us/118  clear 108us/119  upload 0us/119  backgrounds 123us/119  glyphs 185us/119  decorations -  grid 178x63
[2026-08-28T15:08:04Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 122us  skipped 240/240  total 319us/119  frame 300us/118  clear 0us/119  upload 0us/119  backgrounds 133us/119  glyphs 186us/119  decorations -  grid 178x63
[2026-08-28T15:08:04Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 131us  skipped 240/240  total 427us/119  frame 413us/118  clear 109us/119  upload 0us/119  backgrounds 132us/119  glyphs 184us/119  decorations -  grid 178x63
[2026-08-28T15:08:04Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 100us  skipped 240/240  total 316us/119  frame 298us/118  clear 0us/119  upload 0us/119  backgrounds 133us/119  glyphs 183us/119  decorations -  grid 178x63
[2026-08-28T15:08:05Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 122us  skipped 240/240  total 387us/119  frame 373us/118  clear 100us/119  upload 0us/119  backgrounds 107us/119  glyphs 173us/119  decorations -  grid 178x63
[2026-08-28T15:08:06Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 133us  skipped 240/240  total 292us/119  frame 276us/118  clear 0us/119  upload 0us/119  backgrounds 118us/119  glyphs 172us/119  decorations -  grid 178x63
[2026-08-28T15:08:06Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 114us  skipped 240/240  total 374us/119  frame 366us/118  clear 99us/119  upload 0us/119  backgrounds 104us/119  glyphs 168us/119  decorations -  grid 178x63
[2026-08-28T15:08:07Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 101us  skipped 240/240  total 285us/119  frame 271us/118  clear 0us/119  upload 0us/119  backgrounds 116us/119  glyphs 169us/119  decorations -  grid 178x63
[2026-08-28T15:08:07Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 149us  skipped 240/240  total 392us/119  frame 383us/118  clear 100us/119  upload 0us/119  backgrounds 110us/119  glyphs 175us/119  decorations -  grid 178x63
[2026-08-28T15:08:08Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 130us  skipped 240/240  total 298us/119  frame 279us/118  clear 0us/119  upload 0us/119  backgrounds 119us/119  glyphs 176us/119  decorations -  grid 178x63
[2026-08-28T15:08:09Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 127us  skipped 240/240  total 390us/119  frame 382us/118  clear 100us/119  upload 0us/119  backgrounds 108us/119  glyphs 172us/119  decorations -  grid 178x63
[2026-08-28T15:08:09Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 114us  skipped 240/240  total 302us/119  frame 284us/118  clear 0us/119  upload 0us/119  backgrounds 123us/119  glyphs 178us/119  decorations -  grid 178x63
[2026-08-28T15:08:09Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 100us  skipped 240/240  total 383us/119  frame 373us/118  clear 101us/119  upload 0us/119  backgrounds 112us/119  glyphs 169us/119  decorations -  grid 178x63
[2026-08-28T15:08:10Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 113us  skipped 240/240  total 286us/119  frame 270us/118  clear 0us/119  upload 0us/119  backgrounds 116us/119  glyphs 169us/119  decorations -  grid 178x63
[2026-08-28T15:08:10Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 141us  skipped 240/240  total 382us/119  frame 368us/118  clear 101us/119  upload 0us/119  backgrounds 107us/119  glyphs 172us/119  decorations -  grid 178x63
[2026-08-28T15:08:11Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 123us  skipped 240/240  total 292us/119  frame 274us/118  clear 0us/119  upload 0us/119  backgrounds 118us/119  glyphs 173us/119  decorations -  grid 178x63
[2026-08-28T15:08:11Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 137us  skipped 240/240  total 382us/119  frame 369us/118  clear 101us/119  upload 0us/119  backgrounds 107us/119  glyphs 173us/119  decorations -  grid 178x63
[2026-08-28T15:08:12Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 134us  skipped 240/240  total 293us/119  frame 277us/118  clear 0us/119  upload 0us/119  backgrounds 119us/119  glyphs 174us/119  decorations -  grid 178x63
[2026-08-28T15:08:12Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 135us  skipped 240/240  total 377us/119  frame 368us/118  clear 100us/119  upload 0us/119  backgrounds 106us/119  glyphs 170us/119  decorations -  grid 178x63
[2026-08-28T15:08:13Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 118us  skipped 240/240  total 301us/119  frame 285us/118  clear 0us/119  upload 0us/119  backgrounds 122us/119  glyphs 177us/119  decorations -  grid 178x63
[2026-08-28T15:08:13Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 158us  skipped 240/240  total 397us/119  frame 384us/118  clear 105us/119  upload 0us/119  backgrounds 113us/119  glyphs 181us/119  decorations -  grid 178x63
[2026-08-28T15:08:14Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 106us  skipped 240/240  total 290us/119  frame 272us/118  clear 0us/119  upload 0us/119  backgrounds 118us/119  glyphs 173us/119  decorations -  grid 178x63
[2026-08-28T15:08:14Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 88us  skipped 240/240  total 369us/119  frame 359us/118  clear 99us/119  upload 0us/119  backgrounds 103us/119  glyphs 166us/119  decorations -  grid 178x63
[2026-08-28T15:08:14Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 78us  skipped 240/240  total 283us/119  frame 267us/118  clear 0us/119  upload 0us/119  backgrounds 115us/119  glyphs 168us/119  decorations -  grid 178x63
[2026-08-28T15:08:15Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 130us  skipped 240/240  total 375us/119  frame 368us/118  clear 100us/119  upload 0us/119  backgrounds 105us/119  glyphs 169us/119  decorations -  grid 178x63
[2026-08-28T15:08:15Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 114us  skipped 240/240  total 284us/119  frame 268us/118  clear 0us/119  upload 0us/119  backgrounds 116us/119  glyphs 168us/119  decorations -  grid 178x63
[2026-08-28T15:08:16Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 85us  skipped 240/240  total 367us/119  frame 360us/118  clear 99us/119  upload 0us/119  backgrounds 102us/119  glyphs 165us/119  decorations -  grid 178x63
[2026-08-28T15:08:16Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 105us  skipped 240/240  total 284us/119  frame 269us/118  clear 0us/119  upload 0us/119  backgrounds 116us/119  glyphs 168us/119  decorations -  grid 178x63
[2026-08-28T15:08:16Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 122us  skipped 240/240  total 372us/119  frame 362us/118  clear 100us/119  upload 0us/119  backgrounds 104us/119  glyphs 168us/119  decorations -  grid 178x63
[2026-08-28T15:08:17Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 97us  skipped 240/240  total 284us/119  frame 268us/118  clear 0us/119  upload 0us/119  backgrounds 116us/119  glyphs 168us/119  decorations -  grid 178x63
[2026-08-28T15:08:17Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 90us  skipped 240/240  total 369us/119  frame 358us/118  clear 99us/119  upload 0us/119  backgrounds 103us/119  glyphs 165us/119  decorations -  grid 178x63
[2026-08-28T15:08:18Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 101us  skipped 240/240  total 285us/119  frame 267us/118  clear 0us/119  upload 0us/119  backgrounds 116us/119  glyphs 168us/119  decorations -  grid 178x63
[2026-08-28T15:08:18Z INFO  alacritree::gpu_timing] gpu grid [noclear always], 240 frames: submit 124us  skipped 240/240  total 376us/119  frame 365us/118  clear 100us/119  upload 0us/119  backgrounds 105us/119  glyphs 168us/119  decorations -  grid 178x63
[2026-08-28T15:08:18Z INFO  alacritree::gpu_timing] gpu grid [noclear gated], 240 frames: submit 105us  skipped 240/240  total 285us/119  frame 269us/118  clear 0us/119  upload 0us/119  backgrounds 115us/119  glyphs 169us/119  decorations -  grid 178x63
