scissor/percellbg : pid 52920, running 240s
grid 178x63
[2026-08-28T14:55:30Z INFO  alacritree::grid_gl] grid gl: Intel | Intel(R) Arc(TM) 140T GPU (32GB) | 3.3.0 - Build 32.0.101.8517
[2026-08-28T14:55:31Z INFO  alacritree::gpu_timing] gpu grid [scissor gated], 240 frames: submit 45us  skipped 240/240  total 168us/119  frame 166us/118  clear 0us/119  upload 0us/119  backgrounds 139us/119  glyphs 28us/119  decorations -  grid 178x63
[2026-08-28T14:55:34Z INFO  alacritree::gpu_timing] gpu grid [scissor always], 240 frames: submit 184us  skipped 240/240  total 400us/119  frame 390us/118  clear 103us/119  upload 0us/119  backgrounds 114us/119  glyphs 179us/119  decorations -  grid 178x63
[2026-08-28T14:55:34Z INFO  alacritree::gpu_timing] gpu grid [scissor gated], 240 frames: submit 107us  skipped 240/240  total 340us/119  frame 334us/118  clear 0us/119  upload 0us/119  backgrounds 165us/119  glyphs 175us/119  decorations -  grid 178x63
[2026-08-28T14:55:35Z INFO  alacritree::gpu_timing] gpu grid [scissor always], 240 frames: submit 155us  skipped 240/240  total 397us/119  frame 382us/118  clear 101us/119  upload 0us/119  backgrounds 112us/119  glyphs 179us/119  decorations -  grid 178x63
[2026-08-28T14:55:35Z INFO  alacritree::gpu_timing] gpu grid [scissor gated], 240 frames: submit 100us  skipped 240/240  total 331us/119  frame 323us/118  clear 0us/119  upload 0us/119  backgrounds 158us/119  glyphs 171us/119  decorations -  grid 178x63
[2026-08-28T14:55:36Z INFO  alacritree::gpu_timing] gpu grid [scissor always], 240 frames: submit 112us  skipped 240/240  total 372us/119  frame 365us/118  clear 98us/119  upload 0us/119  backgrounds 105us/119  glyphs 167us/119  decorations -  grid 178x63
[2026-08-28T14:55:36Z INFO  alacritree::gpu_timing] gpu grid [scissor gated], 240 frames: submit 130us  skipped 240/240  total 334us/119  frame 330us/118  clear 0us/119  upload 0us/119  backgrounds 159us/119  glyphs 174us/119  decorations -  grid 178x63
[2026-08-28T14:55:37Z INFO  alacritree::gpu_timing] gpu grid [scissor always], 240 frames: submit 124us  skipped 240/240  total 372us/119  frame 366us/118  clear 98us/119  upload 0us/119  backgrounds 105us/119  glyphs 167us/119  decorations -  grid 178x63
[2026-08-28T14:55:37Z INFO  alacritree::gpu_timing] gpu grid [scissor gated], 240 frames: submit 119us  skipped 240/240  total 356us/119  frame 349us/118  clear 0us/119  upload 0us/119  backgrounds 177us/119  glyphs 178us/119  decorations -  grid 178x63
[2026-08-28T14:55:38Z INFO  alacritree::gpu_timing] gpu grid [scissor always], 240 frames: submit 117us  skipped 240/240  total 397us/119  frame 385us/118  clear 103us/119  upload 0us/119  backgrounds 117us/119  glyphs 175us/119  decorations -  grid 178x63
[2026-08-28T14:55:38Z INFO  alacritree::gpu_timing] gpu grid [scissor gated], 240 frames: submit 122us  skipped 240/240  total 356us/119  frame 350us/118  clear 0us/119  upload 0us/119  backgrounds 177us/119  glyphs 178us/119  decorations -  grid 178x63
[2026-08-28T14:55:39Z INFO  alacritree::gpu_timing] gpu grid [scissor always], 240 frames: submit 126us  skipped 240/240  total 387us/119  frame 379us/118  clear 100us/119  upload 0us/119  backgrounds 113us/119  glyphs 172us/119  decorations -  grid 178x63
[2026-08-28T14:55:39Z INFO  alacritree::gpu_timing] gpu grid [scissor gated], 240 frames: submit 105us  skipped 240/240  total 329us/119  frame 324us/118  clear 0us/119  upload 0us/119  backgrounds 157us/119  glyphs 171us/119  decorations -  grid 178x63
[2026-08-28T14:55:39Z INFO  alacritree::gpu_timing] gpu grid [scissor always], 240 frames: submit 96us  skipped 240/240  total 368us/119  frame 360us/118  clear 98us/119  upload 0us/119  backgrounds 103us/119  glyphs 165us/119  decorations -  grid 178x63
[2026-08-28T14:55:40Z INFO  alacritree::gpu_timing] gpu grid [scissor gated], 240 frames: submit 91us  skipped 240/240  total 327us/119  frame 321us/118  clear 0us/119  upload 0us/119  backgrounds 157us/119  glyphs 170us/119  decorations -  grid 178x63
[2026-08-28T14:55:40Z INFO  alacritree::gpu_timing] gpu grid [scissor always], 240 frames: submit 121us  skipped 240/240  total 369us/119  frame 362us/118  clear 98us/119  upload 0us/119  backgrounds 104us/119  glyphs 166us/119  decorations -  grid 178x63
[2026-08-28T14:55:41Z INFO  alacritree::gpu_timing] gpu grid [scissor gated], 240 frames: submit 104us  skipped 240/240  total 328us/119  frame 323us/118  clear 0us/119  upload 0us/119  backgrounds 157us/119  glyphs 170us/119  decorations -  grid 178x63
[2026-08-28T14:55:41Z INFO  alacritree::gpu_timing] gpu grid [scissor always], 240 frames: submit 122us  skipped 240/240  total 372us/119  frame 367us/118  clear 99us/119  upload 0us/119  backgrounds 104us/119  glyphs 168us/119  decorations -  grid 178x63
[2026-08-28T14:55:41Z INFO  alacritree::gpu_timing] gpu grid [scissor gated], 240 frames: submit 116us  skipped 240/240  total 333us/119  frame 327us/118  clear 0us/119  upload 0us/119  backgrounds 159us/119  glyphs 174us/119  decorations -  grid 178x63
[2026-08-28T14:55:42Z INFO  alacritree::gpu_timing] gpu grid [scissor always], 240 frames: submit 116us  skipped 240/240  total 370us/119  frame 361us/118  clear 98us/119  upload 0us/119  backgrounds 104us/119  glyphs 166us/119  decorations -  grid 178x63
[2026-08-28T14:55:42Z INFO  alacritree::gpu_timing] gpu grid [scissor gated], 240 frames: submit 102us  skipped 240/240  total 327us/119  frame 323us/118  clear 0us/119  upload 0us/119  backgrounds 157us/119  glyphs 169us/119  decorations -  grid 178x63
[2026-08-28T14:55:43Z INFO  alacritree::gpu_timing] gpu grid [scissor always], 240 frames: submit 156us  skipped 240/240  total 395us/119  frame 388us/118  clear 103us/119  upload 0us/119  backgrounds 112us/119  glyphs 179us/119  decorations -  grid 178x63
[2026-08-28T14:55:43Z INFO  alacritree::gpu_timing] gpu grid [scissor gated], 240 frames: submit 169us  skipped 240/240  total 357us/119  frame 355us/118  clear 0us/119  upload 0us/119  backgrounds 172us/119  glyphs 182us/119  decorations -  grid 178x63
[2026-08-28T14:55:44Z INFO  alacritree::gpu_timing] gpu grid [scissor always], 240 frames: submit 123us  skipped 240/240  total 395us/119  frame 387us/118  clear 102us/119  upload 0us/119  backgrounds 118us/119  glyphs 174us/119  decorations -  grid 178x63
[2026-08-28T14:55:44Z INFO  alacritree::gpu_timing] gpu grid [scissor gated], 240 frames: submit 119us  skipped 240/240  total 342us/119  frame 336us/118  clear 0us/119  upload 0us/119  backgrounds 165us/119  glyphs 175us/119  decorations -  grid 178x63
