blend/percellbg : pid 42068, running 240s
grid 178x63
[2026-08-28T14:10:24Z INFO  alacritree::grid_gl] grid gl: Intel | Intel(R) Arc(TM) 140T GPU (32GB) | 3.3.0 - Build 32.0.101.8517
[2026-08-28T14:10:26Z INFO  alacritree::gpu_timing] gpu grid [blend gated], 240 frames: submit 45us  skipped 240/240  total 48us/119  frame 150us/118  upload 0us/119  backgrounds 24us/119  glyphs 25us/119  decorations -  grid 178x63
[2026-08-28T14:10:28Z INFO  alacritree::gpu_timing] gpu grid [blend always], 240 frames: submit 46us  skipped 240/240  total 26us/119  frame 101us/118  upload 0us/119  backgrounds 14us/119  glyphs 12us/119  decorations -  grid 178x63
[2026-08-28T14:10:28Z INFO  alacritree::gpu_timing] gpu grid [blend gated], 240 frames: submit 112us  skipped 240/240  total 274us/119  frame 363us/118  upload 0us/119  backgrounds 105us/119  glyphs 168us/119  decorations -  grid 178x63
[2026-08-28T14:10:29Z INFO  alacritree::gpu_timing] gpu grid [blend always], 240 frames: submit 141us  skipped 240/240  total 287us/119  frame 377us/118  upload 0us/119  backgrounds 111us/119  glyphs 175us/119  decorations -  grid 178x63
[2026-08-28T14:10:29Z INFO  alacritree::gpu_timing] gpu grid [blend gated], 240 frames: submit 89us  skipped 240/240  total 274us/119  frame 365us/118  upload 0us/119  backgrounds 105us/119  glyphs 167us/119  decorations -  grid 178x63
[2026-08-28T14:10:30Z INFO  alacritree::gpu_timing] gpu grid [blend always], 240 frames: submit 114us  skipped 240/240  total 277us/119  frame 366us/118  upload 0us/119  backgrounds 106us/119  glyphs 170us/119  decorations -  grid 178x63
[2026-08-28T14:10:30Z INFO  alacritree::gpu_timing] gpu grid [blend gated], 240 frames: submit 126us  skipped 240/240  total 275us/119  frame 365us/118  upload 0us/119  backgrounds 106us/119  glyphs 169us/119  decorations -  grid 178x63
[2026-08-28T14:10:31Z INFO  alacritree::gpu_timing] gpu grid [blend always], 240 frames: submit 137us  skipped 240/240  total 288us/119  frame 376us/118  upload 0us/119  backgrounds 109us/119  glyphs 175us/119  decorations -  grid 178x63
[2026-08-28T14:10:31Z INFO  alacritree::gpu_timing] gpu grid [blend gated], 240 frames: submit 134us  skipped 240/240  total 286us/119  frame 377us/118  upload 0us/119  backgrounds 110us/119  glyphs 174us/119  decorations -  grid 178x63
[2026-08-28T14:10:32Z INFO  alacritree::gpu_timing] gpu grid [blend always], 240 frames: submit 118us  skipped 240/240  total 278us/119  frame 368us/118  upload 0us/119  backgrounds 107us/119  glyphs 170us/119  decorations -  grid 178x63
[2026-08-28T14:10:32Z INFO  alacritree::gpu_timing] gpu grid [blend gated], 240 frames: submit 117us  skipped 240/240  total 280us/119  frame 371us/118  upload 0us/119  backgrounds 108us/119  glyphs 172us/119  decorations -  grid 178x63
[2026-08-28T14:10:33Z INFO  alacritree::gpu_timing] gpu grid [blend always], 240 frames: submit 171us  skipped 240/240  total 307us/119  frame 397us/118  upload 0us/119  backgrounds 119us/119  glyphs 186us/119  decorations -  grid 178x63
[2026-08-28T14:10:33Z INFO  alacritree::gpu_timing] gpu grid [blend gated], 240 frames: submit 124us  skipped 240/240  total 284us/119  frame 373us/118  upload 0us/119  backgrounds 108us/119  glyphs 173us/119  decorations -  grid 178x63
[2026-08-28T14:10:34Z INFO  alacritree::gpu_timing] gpu grid [blend always], 240 frames: submit 116us  skipped 240/240  total 281us/119  frame 375us/118  upload 0us/119  backgrounds 109us/119  glyphs 172us/119  decorations -  grid 178x63
[2026-08-28T14:10:34Z INFO  alacritree::gpu_timing] gpu grid [blend gated], 240 frames: submit 95us  skipped 240/240  total 274us/119  frame 362us/118  upload 0us/119  backgrounds 104us/119  glyphs 167us/119  decorations -  grid 178x63
[2026-08-28T14:10:34Z INFO  alacritree::gpu_timing] gpu grid [blend always], 240 frames: submit 108us  skipped 240/240  total 275us/119  frame 364us/118  upload 0us/119  backgrounds 105us/119  glyphs 169us/119  decorations -  grid 178x63
[2026-08-28T14:10:35Z INFO  alacritree::gpu_timing] gpu grid [blend gated], 240 frames: submit 90us  skipped 240/240  total 273us/119  frame 360us/118  upload 0us/119  backgrounds 105us/119  glyphs 167us/119  decorations -  grid 178x63
[2026-08-28T14:10:35Z INFO  alacritree::gpu_timing] gpu grid [blend always], 240 frames: submit 94us  skipped 240/240  total 271us/119  frame 360us/118  upload 0us/119  backgrounds 104us/119  glyphs 166us/119  decorations -  grid 178x63
[2026-08-28T14:10:36Z INFO  alacritree::gpu_timing] gpu grid [blend gated], 240 frames: submit 81us  skipped 240/240  total 269us/119  frame 358us/118  upload 0us/119  backgrounds 103us/119  glyphs 165us/119  decorations -  grid 178x63
