decorations/percellbg/12pt : pid 115152, running 240s
grid 178x63
[2026-08-28T14:19:57Z INFO  alacritree::grid_gl] grid gl: Intel | Intel(R) Arc(TM) 140T GPU (32GB) | 3.3.0 - Build 32.0.101.8517
[2026-08-28T14:20:00Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 44us  skipped 240/240  total 41us/119  frame 139us/118  upload 0us/119  backgrounds 21us/119  glyphs 20us/119  decorations -  grid 178x63
[2026-08-28T14:20:01Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 184us  skipped 0/240  total 530us/119  frame 650us/118  upload 0us/119  backgrounds 247us/119  glyphs 240us/119  decorations 25us/119  grid 178x63
[2026-08-28T14:20:02Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 112us  skipped 240/240  total 269us/119  frame 358us/118  upload 0us/119  backgrounds 105us/119  glyphs 162us/119  decorations -  grid 178x63
[2026-08-28T14:20:02Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 172us  skipped 0/240  total 309us/119  frame 386us/118  upload 0us/119  backgrounds 118us/119  glyphs 177us/119  decorations 12us/119  grid 178x63
[2026-08-28T14:20:03Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 136us  skipped 240/240  total 283us/119  frame 376us/118  upload 0us/119  backgrounds 111us/119  glyphs 170us/119  decorations -  grid 178x63
[2026-08-28T14:20:03Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 124us  skipped 0/240  total 287us/119  frame 368us/118  upload 0us/119  backgrounds 109us/119  glyphs 167us/119  decorations 11us/119  grid 178x63
[2026-08-28T14:20:04Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 110us  skipped 240/240  total 345us/119  frame 449us/118  upload 0us/119  backgrounds 157us/119  glyphs 186us/119  decorations -  grid 178x63
[2026-08-28T14:20:04Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 121us  skipped 0/240  total 334us/119  frame 421us/118  upload 0us/119  backgrounds 137us/119  glyphs 180us/119  decorations 15us/119  grid 178x63
[2026-08-28T14:20:05Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 110us  skipped 240/240  total 294us/119  frame 387us/118  upload 0us/119  backgrounds 115us/119  glyphs 177us/119  decorations -  grid 178x63
[2026-08-28T14:20:05Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 118us  skipped 0/240  total 297us/119  frame 380us/118  upload 0us/119  backgrounds 112us/119  glyphs 172us/119  decorations 12us/119  grid 178x63
[2026-08-28T14:20:06Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 102us  skipped 240/240  total 279us/119  frame 369us/118  upload 0us/119  backgrounds 111us/119  glyphs 167us/119  decorations -  grid 178x63
[2026-08-28T14:20:06Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 115us  skipped 0/240  total 289us/119  frame 369us/118  upload 0us/119  backgrounds 109us/119  glyphs 166us/119  decorations 12us/119  grid 178x63
[2026-08-28T14:20:07Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 102us  skipped 240/240  total 276us/119  frame 364us/118  upload 0us/119  backgrounds 109us/119  glyphs 166us/119  decorations -  grid 178x63
[2026-08-28T14:20:07Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 107us  skipped 0/240  total 286us/119  frame 365us/118  upload 0us/119  backgrounds 107us/119  glyphs 165us/119  decorations 12us/119  grid 178x63
[2026-08-28T14:20:07Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 107us  skipped 240/240  total 278us/119  frame 361us/118  upload 0us/119  backgrounds 109us/119  glyphs 167us/119  decorations -  grid 178x63
[2026-08-28T14:20:08Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 120us  skipped 0/240  total 287us/119  frame 367us/118  upload 0us/119  backgrounds 107us/119  glyphs 166us/119  decorations 11us/119  grid 178x63
[2026-08-28T14:20:08Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 94us  skipped 240/240  total 269us/119  frame 358us/118  upload 0us/119  backgrounds 105us/119  glyphs 163us/119  decorations -  grid 178x63
