quad/percellbg : pid 34208, running 240s
grid 178x63
[2026-08-28T15:00:07Z INFO  alacritree::grid_gl] grid gl: Intel | Intel(R) Arc(TM) 140T GPU (32GB) | 3.3.0 - Build 32.0.101.8517
[2026-08-28T15:00:08Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 47us  skipped 240/240  total 39us/119  frame 5us/118  clear 5us/119  upload 0us/119  backgrounds 16us/119  glyphs 17us/119  decorations -  grid 178x63
[2026-08-28T15:00:11Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 103us  skipped 240/240  total 369us/119  frame 359us/118  clear 102us/119  upload 0us/119  backgrounds 103us/119  glyphs 164us/119  decorations -  grid 178x63
[2026-08-28T15:00:11Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 142us  skipped 240/240  total 295us/119  frame 280us/118  clear 4us/119  upload 0us/119  backgrounds 117us/119  glyphs 173us/119  decorations -  grid 178x63
[2026-08-28T15:00:11Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 88us  skipped 240/240  total 370us/119  frame 359us/118  clear 100us/119  upload 0us/119  backgrounds 104us/119  glyphs 165us/119  decorations -  grid 178x63
[2026-08-28T15:00:12Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 113us  skipped 240/240  total 286us/119  frame 268us/118  clear 4us/119  upload 0us/119  backgrounds 114us/119  glyphs 167us/119  decorations -  grid 178x63
[2026-08-28T15:00:12Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 103us  skipped 240/240  total 370us/119  frame 358us/118  clear 100us/119  upload 0us/119  backgrounds 105us/119  glyphs 164us/119  decorations -  grid 178x63
[2026-08-28T15:00:13Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 161us  skipped 240/240  total 320us/119  frame 297us/118  clear 4us/119  upload 0us/119  backgrounds 128us/119  glyphs 185us/119  decorations -  grid 178x63
[2026-08-28T15:00:14Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 174us  skipped 240/240  total 452us/119  frame 441us/118  clear 116us/119  upload 0us/119  backgrounds 140us/119  glyphs 196us/119  decorations -  grid 178x63
[2026-08-28T15:00:14Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 105us  skipped 240/240  total 371us/119  frame 353us/118  clear 6us/119  upload 0us/119  backgrounds 165us/119  glyphs 196us/119  decorations -  grid 178x63
[2026-08-28T15:00:15Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 112us  skipped 240/240  total 386us/119  frame 379us/118  clear 104us/119  upload 0us/119  backgrounds 111us/119  glyphs 171us/119  decorations -  grid 178x63
[2026-08-28T15:00:15Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 147us  skipped 240/240  total 301us/119  frame 279us/118  clear 4us/119  upload 0us/119  backgrounds 119us/119  glyphs 175us/119  decorations -  grid 178x63
[2026-08-28T15:00:16Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 178us  skipped 240/240  total 412us/119  frame 399us/118  clear 108us/119  upload 0us/119  backgrounds 119us/119  glyphs 182us/119  decorations -  grid 178x63
[2026-08-28T15:00:16Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 183us  skipped 240/240  total 335us/119  frame 314us/118  clear 5us/119  upload 0us/119  backgrounds 134us/119  glyphs 191us/119  decorations -  grid 178x63
[2026-08-28T15:00:17Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 161us  skipped 240/240  total 422us/119  frame 406us/118  clear 110us/119  upload 0us/119  backgrounds 124us/119  glyphs 184us/119  decorations -  grid 178x63
[2026-08-28T15:00:17Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 211us  skipped 240/240  total 350us/119  frame 327us/118  clear 5us/119  upload 0us/119  backgrounds 144us/119  glyphs 198us/119  decorations -  grid 178x63
[2026-08-28T15:00:18Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 173us  skipped 240/240  total 438us/119  frame 422us/118  clear 113us/119  upload 0us/119  backgrounds 133us/119  glyphs 189us/119  decorations -  grid 178x63
[2026-08-28T15:00:18Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 123us  skipped 240/240  total 312us/119  frame 293us/118  clear 5us/119  upload 0us/119  backgrounds 127us/119  glyphs 178us/119  decorations -  grid 178x63
[2026-08-28T15:00:19Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 107us  skipped 240/240  total 401us/119  frame 390us/118  clear 105us/119  upload 0us/119  backgrounds 123us/119  glyphs 172us/119  decorations -  grid 178x63
[2026-08-28T15:00:19Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 90us  skipped 240/240  total 293us/119  frame 272us/118  clear 4us/119  upload 0us/119  backgrounds 116us/119  glyphs 168us/119  decorations -  grid 178x63
[2026-08-28T15:00:19Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 108us  skipped 240/240  total 380us/119  frame 370us/118  clear 103us/119  upload 0us/119  backgrounds 109us/119  glyphs 168us/119  decorations -  grid 178x63
[2026-08-28T15:00:20Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 98us  skipped 240/240  total 281us/119  frame 263us/118  clear 4us/119  upload 0us/119  backgrounds 112us/119  glyphs 163us/119  decorations -  grid 178x63
[2026-08-28T15:00:20Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 83us  skipped 240/240  total 367us/119  frame 355us/118  clear 100us/119  upload 0us/119  backgrounds 103us/119  glyphs 161us/119  decorations -  grid 178x63
[2026-08-28T15:00:20Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 103us  skipped 240/240  total 282us/119  frame 265us/118  clear 4us/119  upload 0us/119  backgrounds 113us/119  glyphs 164us/119  decorations -  grid 178x63
[2026-08-28T15:00:21Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 120us  skipped 240/240  total 373us/119  frame 361us/118  clear 101us/119  upload 0us/119  backgrounds 106us/119  glyphs 164us/119  decorations -  grid 178x63
[2026-08-28T15:00:21Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 131us  skipped 240/240  total 288us/119  frame 267us/118  clear 4us/119  upload 0us/119  backgrounds 115us/119  glyphs 168us/119  decorations -  grid 178x63
[2026-08-28T15:00:22Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 96us  skipped 240/240  total 367us/119  frame 359us/118  clear 101us/119  upload 0us/119  backgrounds 104us/119  glyphs 161us/119  decorations -  grid 178x63
[2026-08-28T15:00:22Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 122us  skipped 240/240  total 283us/119  frame 265us/118  clear 4us/119  upload 0us/119  backgrounds 113us/119  glyphs 164us/119  decorations -  grid 178x63
[2026-08-28T15:00:22Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 116us  skipped 240/240  total 373us/119  frame 358us/118  clear 101us/119  upload 0us/119  backgrounds 106us/119  glyphs 165us/119  decorations -  grid 178x63
[2026-08-28T15:00:23Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 112us  skipped 240/240  total 294us/119  frame 276us/118  clear 4us/119  upload 0us/119  backgrounds 116us/119  glyphs 170us/119  decorations -  grid 178x63
[2026-08-28T15:00:24Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 155us  skipped 240/240  total 398us/119  frame 384us/118  clear 106us/119  upload 0us/119  backgrounds 115us/119  glyphs 175us/119  decorations -  grid 178x63
[2026-08-28T15:00:24Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 107us  skipped 240/240  total 308us/119  frame 292us/118  clear 4us/119  upload 0us/119  backgrounds 125us/119  glyphs 177us/119  decorations -  grid 178x63
[2026-08-28T15:00:24Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 132us  skipped 240/240  total 416us/119  frame 405us/118  clear 108us/119  upload 0us/119  backgrounds 129us/119  glyphs 178us/119  decorations -  grid 178x63
[2026-08-28T15:00:25Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 131us  skipped 240/240  total 301us/119  frame 284us/118  clear 4us/119  upload 0us/119  backgrounds 122us/119  glyphs 175us/119  decorations -  grid 178x63
[2026-08-28T15:00:25Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 97us  skipped 240/240  total 391us/119  frame 380us/118  clear 104us/119  upload 0us/119  backgrounds 115us/119  glyphs 170us/119  decorations -  grid 178x63
[2026-08-28T15:00:26Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 96us  skipped 240/240  total 280us/119  frame 263us/118  clear 4us/119  upload 0us/119  backgrounds 112us/119  glyphs 163us/119  decorations -  grid 178x63
[2026-08-28T15:00:26Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 116us  skipped 240/240  total 379us/119  frame 366us/118  clear 102us/119  upload 0us/119  backgrounds 109us/119  glyphs 167us/119  decorations -  grid 178x63
[2026-08-28T15:00:27Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 124us  skipped 240/240  total 291us/119  frame 275us/118  clear 4us/119  upload 0us/119  backgrounds 116us/119  glyphs 170us/119  decorations -  grid 178x63
[2026-08-28T15:00:27Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 145us  skipped 240/240  total 384us/119  frame 371us/118  clear 103us/119  upload 0us/119  backgrounds 110us/119  glyphs 171us/119  decorations -  grid 178x63
[2026-08-28T15:00:28Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 220us  skipped 240/240  total 329us/119  frame 308us/118  clear 5us/119  upload 0us/119  backgrounds 132us/119  glyphs 191us/119  decorations -  grid 178x63
[2026-08-28T15:00:28Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 138us  skipped 240/240  total 408us/119  frame 396us/118  clear 108us/119  upload 0us/119  backgrounds 120us/119  glyphs 178us/119  decorations -  grid 178x63
[2026-08-28T15:00:29Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 140us  skipped 240/240  total 338us/119  frame 315us/118  clear 5us/119  upload 0us/119  backgrounds 135us/119  glyphs 187us/119  decorations -  grid 178x63
[2026-08-28T15:00:29Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 142us  skipped 240/240  total 405us/119  frame 394us/118  clear 108us/119  upload 0us/119  backgrounds 120us/119  glyphs 176us/119  decorations -  grid 178x63
[2026-08-28T15:00:30Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 150us  skipped 240/240  total 323us/119  frame 308us/118  clear 5us/119  upload 0us/119  backgrounds 132us/119  glyphs 183us/119  decorations -  grid 178x63
[2026-08-28T15:00:30Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 142us  skipped 240/240  total 428us/119  frame 416us/118  clear 112us/119  upload 0us/119  backgrounds 130us/119  glyphs 185us/119  decorations -  grid 178x63
[2026-08-28T15:00:31Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 141us  skipped 240/240  total 317us/119  frame 300us/118  clear 5us/119  upload 0us/119  backgrounds 129us/119  glyphs 180us/119  decorations -  grid 178x63
[2026-08-28T15:00:31Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 195us  skipped 240/240  total 434us/119  frame 419us/118  clear 112us/119  upload 0us/119  backgrounds 132us/119  glyphs 187us/119  decorations -  grid 178x63
[2026-08-28T15:00:32Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 144us  skipped 240/240  total 293us/119  frame 276us/118  clear 4us/119  upload 0us/119  backgrounds 116us/119  glyphs 170us/119  decorations -  grid 178x63
[2026-08-28T15:00:33Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 202us  skipped 240/240  total 409us/119  frame 404us/118  clear 108us/119  upload 0us/119  backgrounds 120us/119  glyphs 180us/119  decorations -  grid 178x63
[2026-08-28T15:00:33Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 175us  skipped 240/240  total 311us/119  frame 296us/118  clear 4us/119  upload 0us/119  backgrounds 124us/119  glyphs 179us/119  decorations -  grid 178x63
[2026-08-28T15:00:34Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 126us  skipped 240/240  total 390us/119  frame 379us/118  clear 105us/119  upload 0us/119  backgrounds 113us/119  glyphs 173us/119  decorations -  grid 178x63
[2026-08-28T15:00:34Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 136us  skipped 240/240  total 296us/119  frame 280us/118  clear 4us/119  upload 0us/119  backgrounds 118us/119  glyphs 171us/119  decorations -  grid 178x63
[2026-08-28T15:00:35Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 115us  skipped 240/240  total 369us/119  frame 359us/118  clear 100us/119  upload 0us/119  backgrounds 105us/119  glyphs 163us/119  decorations -  grid 178x63
[2026-08-28T15:00:35Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 124us  skipped 240/240  total 290us/119  frame 272us/118  clear 4us/119  upload 0us/119  backgrounds 115us/119  glyphs 168us/119  decorations -  grid 178x63
[2026-08-28T15:00:35Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 116us  skipped 240/240  total 374us/119  frame 364us/118  clear 101us/119  upload 0us/119  backgrounds 107us/119  glyphs 165us/119  decorations -  grid 178x63
[2026-08-28T15:00:36Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 112us  skipped 240/240  total 285us/119  frame 267us/118  clear 4us/119  upload 0us/119  backgrounds 115us/119  glyphs 165us/119  decorations -  grid 178x63
[2026-08-28T15:00:36Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 83us  skipped 240/240  total 368us/119  frame 357us/118  clear 100us/119  upload 0us/119  backgrounds 104us/119  glyphs 162us/119  decorations -  grid 178x63
[2026-08-28T15:00:37Z INFO  alacritree::gpu_timing] gpu grid [quad gated], 240 frames: submit 118us  skipped 240/240  total 288us/119  frame 270us/118  clear 4us/119  upload 0us/119  backgrounds 114us/119  glyphs 166us/119  decorations -  grid 178x63
[2026-08-28T15:00:37Z INFO  alacritree::gpu_timing] gpu grid [quad always], 240 frames: submit 131us  skipped 240/240  total 380us/119  frame 371us/118  clear 103us/119  upload 0us/119  backgrounds 109us/119  glyphs 168us/119  decorations -  grid 178x63
