decorations/percellbg : pid 98156, running 150s
grid 178x63
[2026-08-28T15:53:34Z INFO  alacritree::grid_gl] grid gl: Intel | Intel(R) Arc(TM) 140T GPU (32GB) | 3.3.0 - Build 32.0.101.8517
[2026-08-28T15:53:37Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 48us  skipped 240/240  total 37us/119  frame 0us/118  upload 0us/119  backgrounds 18us/119  glyphs 19us/119  decorations -  grid 178x63
[2026-08-28T15:53:38Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 139us  skipped 0/240  total 311us/119  frame 296us/118  upload 0us/119  backgrounds 122us/119  glyphs 175us/119  decorations 11us/119  grid 178x63
[2026-08-28T15:53:39Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 127us  skipped 240/240  total 298us/119  frame 286us/118  upload 0us/119  backgrounds 124us/119  glyphs 175us/119  decorations -  grid 178x63
[2026-08-28T15:53:39Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 140us  skipped 0/240  total 321us/119  frame 305us/118  upload 0us/119  backgrounds 127us/119  glyphs 179us/119  decorations 12us/119  grid 178x63
[2026-08-28T15:53:40Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 125us  skipped 240/240  total 303us/119  frame 292us/118  upload 0us/119  backgrounds 125us/119  glyphs 177us/119  decorations -  grid 178x63
[2026-08-28T15:53:40Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 148us  skipped 0/240  total 320us/119  frame 295us/118  upload 0us/119  backgrounds 127us/119  glyphs 178us/119  decorations 12us/119  grid 178x63
[2026-08-28T15:53:41Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 132us  skipped 240/240  total 290us/119  frame 280us/118  upload 0us/119  backgrounds 119us/119  glyphs 170us/119  decorations -  grid 178x63
[2026-08-28T15:53:41Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 166us  skipped 0/240  total 308us/119  frame 289us/118  upload 0us/119  backgrounds 123us/119  glyphs 173us/119  decorations 11us/119  grid 178x63
[2026-08-28T15:53:42Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 142us  skipped 240/240  total 301us/119  frame 284us/118  upload 0us/119  backgrounds 123us/119  glyphs 175us/119  decorations -  grid 178x63
[2026-08-28T15:53:43Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 166us  skipped 0/240  total 314us/119  frame 294us/118  upload 0us/119  backgrounds 124us/119  glyphs 175us/119  decorations 11us/119  grid 178x63
[2026-08-28T15:53:43Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 112us  skipped 240/240  total 292us/119  frame 282us/118  upload 0us/119  backgrounds 121us/119  glyphs 170us/119  decorations -  grid 178x63
[2026-08-28T15:53:44Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 171us  skipped 0/240  total 400us/119  frame 373us/118  upload 0us/119  backgrounds 181us/119  glyphs 204us/119  decorations 18us/119  grid 178x63
[2026-08-28T15:53:44Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 104us  skipped 240/240  total 381us/119  frame 358us/118  upload 0us/119  backgrounds 175us/119  glyphs 203us/119  decorations -  grid 178x63
[2026-08-28T15:53:45Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 116us  skipped 0/240  total 383us/119  frame 352us/118  upload 0us/119  backgrounds 167us/119  glyphs 198us/119  decorations 17us/119  grid 178x63
[2026-08-28T15:53:45Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 100us  skipped 240/240  total 354us/119  frame 334us/118  upload 0us/119  backgrounds 160us/119  glyphs 192us/119  decorations -  grid 178x63
[2026-08-28T15:53:46Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 127us  skipped 0/240  total 358us/119  frame 330us/118  upload 0us/119  backgrounds 126us/119  glyphs 184us/119  decorations 12us/119  grid 178x63
[2026-08-28T15:53:46Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 126us  skipped 240/240  total 289us/119  frame 276us/118  upload 0us/119  backgrounds 121us/119  glyphs 169us/119  decorations -  grid 178x63
