decorations/percellbg/8pt : pid 29672, running 240s
grid 267x96
[2026-08-28T14:15:51Z INFO  alacritree::grid_gl] grid gl: Intel | Intel(R) Arc(TM) 140T GPU (32GB) | 3.3.0 - Build 32.0.101.8517
[2026-08-28T14:15:54Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 45us  skipped 240/240  total 62us/119  frame 115us/118  upload 0us/119  backgrounds 32us/119  glyphs 29us/119  decorations -  grid 267x96
[2026-08-28T14:15:55Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 140us  skipped 0/240  total 362us/119  frame 459us/118  upload 0us/119  backgrounds 116us/119  glyphs 221us/119  decorations 22us/119  grid 267x96
[2026-08-28T14:15:56Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 123us  skipped 240/240  total 339us/119  frame 434us/118  upload 0us/119  backgrounds 118us/119  glyphs 219us/119  decorations -  grid 267x96
[2026-08-28T14:15:57Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 137us  skipped 0/240  total 384us/119  frame 473us/118  upload 0us/119  backgrounds 130us/119  glyphs 225us/119  decorations 25us/119  grid 267x96
[2026-08-28T14:15:57Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 136us  skipped 240/240  total 364us/119  frame 462us/118  upload 0us/119  backgrounds 131us/119  glyphs 231us/119  decorations -  grid 267x96
[2026-08-28T14:15:58Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 141us  skipped 0/240  total 412us/119  frame 503us/118  upload 0us/119  backgrounds 146us/119  glyphs 233us/119  decorations 28us/119  grid 267x96
[2026-08-28T14:15:59Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 131us  skipped 240/240  total 352us/119  frame 454us/118  upload 0us/119  backgrounds 124us/119  glyphs 225us/119  decorations -  grid 267x96
[2026-08-28T14:15:59Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 141us  skipped 0/240  total 356us/119  frame 444us/118  upload 0us/119  backgrounds 112us/119  glyphs 219us/119  decorations 21us/119  grid 267x96
[2026-08-28T14:16:00Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 146us  skipped 240/240  total 339us/119  frame 438us/118  upload 0us/119  backgrounds 116us/119  glyphs 221us/119  decorations -  grid 267x96
[2026-08-28T14:16:01Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 175us  skipped 0/240  total 436us/119  frame 529us/118  upload 0us/119  backgrounds 154us/119  glyphs 250us/119  decorations 29us/119  grid 267x96
[2026-08-28T14:16:02Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 159us  skipped 240/240  total 388us/119  frame 489us/118  upload 0us/119  backgrounds 140us/119  glyphs 244us/119  decorations -  grid 267x96
[2026-08-28T14:16:02Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 186us  skipped 0/240  total 444us/119  frame 542us/118  upload 0us/119  backgrounds 154us/119  glyphs 257us/119  decorations 29us/119  grid 267x96
[2026-08-28T14:16:03Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 172us  skipped 240/240  total 417us/119  frame 520us/118  upload 0us/119  backgrounds 156us/119  glyphs 253us/119  decorations -  grid 267x96
[2026-08-28T14:16:04Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 159us  skipped 0/240  total 541us/119  frame 656us/118  upload 0us/119  backgrounds 175us/119  glyphs 270us/119  decorations 26us/119  grid 267x96
[2026-08-28T14:16:05Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 126us  skipped 240/240  total 344us/119  frame 437us/118  upload 0us/119  backgrounds 115us/119  glyphs 221us/119  decorations -  grid 267x96
