decorations/percellbg : pid 107324, running 240s
grid 178x63
[2026-08-28T14:44:22Z INFO  alacritree::grid_gl] grid gl: Intel | Intel(R) Arc(TM) 140T GPU (32GB) | 3.3.0 - Build 32.0.101.8517
[2026-08-28T14:44:26Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 68us  skipped 240/240  total 236us/119  frame 178us/118  clear 166us/119  upload 0us/119  backgrounds 29us/119  glyphs 30us/119  decorations -  grid 178x63
[2026-08-28T14:44:27Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 140us  skipped 0/240  total 419us/119  frame 394us/118  clear 105us/119  upload 0us/119  backgrounds 118us/119  glyphs 181us/119  decorations 13us/119  grid 178x63
[2026-08-28T14:44:27Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 105us  skipped 240/240  total 412us/119  frame 402us/118  clear 106us/119  upload 0us/119  backgrounds 125us/119  glyphs 180us/119  decorations -  grid 178x63
[2026-08-28T14:44:28Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 138us  skipped 0/240  total 420us/119  frame 396us/118  clear 105us/119  upload 0us/119  backgrounds 119us/119  glyphs 182us/119  decorations 13us/119  grid 178x63
[2026-08-28T14:44:28Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 107us  skipped 240/240  total 387us/119  frame 378us/118  clear 102us/119  upload 0us/119  backgrounds 111us/119  glyphs 174us/119  decorations -  grid 178x63
[2026-08-28T14:44:29Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 139us  skipped 0/240  total 394us/119  frame 375us/118  clear 102us/119  upload 0us/119  backgrounds 109us/119  glyphs 172us/119  decorations 12us/119  grid 178x63
[2026-08-28T14:44:29Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 130us  skipped 240/240  total 403us/119  frame 393us/118  clear 105us/119  upload 0us/119  backgrounds 118us/119  glyphs 180us/119  decorations -  grid 178x63
[2026-08-28T14:44:30Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 120us  skipped 0/240  total 403us/119  frame 383us/118  clear 102us/119  upload 0us/119  backgrounds 113us/119  glyphs 173us/119  decorations 12us/119  grid 178x63
[2026-08-28T14:44:31Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 137us  skipped 240/240  total 406us/119  frame 395us/118  clear 105us/119  upload 0us/119  backgrounds 119us/119  glyphs 181us/119  decorations -  grid 178x63
[2026-08-28T14:44:31Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 134us  skipped 0/240  total 416us/119  frame 397us/118  clear 105us/119  upload 0us/119  backgrounds 118us/119  glyphs 179us/119  decorations 13us/119  grid 178x63
[2026-08-28T14:44:32Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 134us  skipped 240/240  total 416us/119  frame 404us/118  clear 107us/119  upload 0us/119  backgrounds 125us/119  glyphs 183us/119  decorations -  grid 178x63
[2026-08-28T14:44:32Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 149us  skipped 0/240  total 440us/119  frame 415us/118  clear 109us/119  upload 0us/119  backgrounds 129us/119  glyphs 187us/119  decorations 14us/119  grid 178x63
[2026-08-28T14:44:33Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 146us  skipped 240/240  total 427us/119  frame 412us/118  clear 109us/119  upload 0us/119  backgrounds 128us/119  glyphs 188us/119  decorations -  grid 178x63
[2026-08-28T14:44:34Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 178us  skipped 0/240  total 444us/119  frame 416us/118  clear 111us/119  upload 0us/119  backgrounds 129us/119  glyphs 191us/119  decorations 14us/119  grid 178x63
[2026-08-28T14:44:34Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 94us  skipped 240/240  total 390us/119  frame 380us/118  clear 103us/119  upload 0us/119  backgrounds 112us/119  glyphs 172us/119  decorations -  grid 178x63
[2026-08-28T14:44:35Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 158us  skipped 0/240  total 415us/119  frame 392us/118  clear 105us/119  upload 0us/119  backgrounds 115us/119  glyphs 180us/119  decorations 12us/119  grid 178x63
